AV1 		 VP9
		64x64 			32x32 			16x16 			8x8 
		None 	Horz 	Vert 	None 	Horz 	Vert 	None 	Horz 	Vert 	None 	Horz 	Vert 
128x128 	None 	2551552 	44544 	55040 	142976 	5760 	6272 	22336 	784 	1056 	3088 	0 	0
	Horz 	159488 	5120 	3328 	12864 	896 	576 	1776 	704 	32 	560 	0 	0
	Vert 	768 	180224 	0 	192 	0 	0 	64 	0 	0 	0 	0 	0
64x64 	None 	1848576 	87040 	136960 	249344 	8576 	9664 	26576 	1776 	1120 	2464 	0 	0
	Horz 	186368 	45056 	19712 	73216 	4864 	2816 	8752 	736 	288 	720 	0 	0
	Vert 	302080 	19712 	75776 	117376 	3456 	8192 	15328 	800 	672 	1632 	0 	0
32x32 	None 	269504 	50816 	60288 	372608 	19136 	19072 	54528 	3888 	2480 	6624 	0 	0
	Horz 	41728 	11904 	8960 	70400 	13888 	6592 	32656 	3520 	1840 	4288 	0 	0
	Vert 	44864 	8064 	18624 	76352 	7680 	18752 	40432 	2656 	3072 	4848 	0 	0
16x16 	None 	14320 	4688 	7920 	41712 	9664 	11584 	58480 	3632 	4208 	7248 	0 	0
	Horz 	3024 	1392 	1120 	9552 	3456 	2912 	14112 	3088 	2224 	6000 	0 	0
	Vert 	2176 	768 	1488 	9536 	2096 	3968 	16304 	2176 	3968 	6048 	0 	0
8x8 	None 	760 	248 	264 	1880 	512 	580 	2816 	1036 	720 	1780 	0 	0
	Horz 	40 	32 	24 	164 	48 	52 	332 	92 	64 	320 	0 	0
	Vert 	20 	8 	32 	180 	44 	52 	388 	100 	136 	368 	0 	0
4x4 	None 	4 	0 	0 	24 	4 	4 	32 	12 	8 	60 	0 	0
	Horz 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
	Vert 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0
